case_id,state,district,referral_date,referral_source,child_age_group,case_type,risk_level,outreach_attempts,service_provided,follow_up_status,case_status,support_amount_inr,days_to_first_contact,outcome_category
CWI-004249,Karnataka,Dharwad,2024-04-25,Childline/Helpline,6-10,Health/Nutrition,Medium,2,Nutrition Support,Completed,Closed,1612,11,Unable to Verify Outcome
CWI-004111,TN,Madurai,2023-02-22,Childline/Helpline,15-17,Emergency Shelter,Low,2,Shelter Referral,Completed,Closed,3479,7,Improved Access to Services
CWI-000463,Uttar Pradesh,Agra,2023-08-15,Childline/Helpline,11-14,Health/Nutrition,Low,2,Education Kit,In Progress,Open,1544,6,Improved Access to Services
CWI-002933,Delhi,West Delhi,2023-06-26,Childline/Helpline,6-10,Family Reintegration,Low,5,Legal Aid Referral,Completed,Open,1907,7,Stabilized
CWI-004624,Uttar Pradesh,Prayagraj,2023-01-17,Childline/Helpline,6-10,Protection Concern,Medium,1,Nutrition Support,In Progress,Closed,3726,9,Referred to Specialist Agency
CWI-003814,Telangana,Hyderabad,2025-05-26,Childline/Helpline,15-17,Education Support,Low,2,Counseling,Pending,Closed,3611,2,Unable to Verify Outcome
CWI-006309,TN,Madurai,2023-10-30,Childline/Helpline,11-14,Education Support,Low,3,Cash Support,Completed,Open,3575,8,Ongoing Support Needed
CWI-004342,Andhra Pradesh,Kurnool,2025-03-14,Self/Family,6-10,Health/Nutrition,Medium,2,Legal Aid Referral,Pending,Closed,4665,4,Improved Access to Services
CWI-005301,Delhi,West Delhi,2024-03-16,Community Worker,11-14,Emergency Shelter,High,3,Counseling,Completed,Referred,7048,5,Improved Access to Services
CWI-006805,Uttar Pradesh,Varanasi,2025-03-22,Healthcare Facility,11-14,Emergency Shelter,High,4,Legal Aid Referral,Completed,Escalated,5017,0,Stabilized
CWI-003283,Karnatka,Bengaluru Urban,2024-09-13,Childline/Helpline,15-17,Emergency Shelter,Medium,1,Counseling,In Progress,Referred,3392,1,Improved Access to Services
CWI-002575,Delhi,South Delhi,2025-08-18,Police,0-5,Health/Nutrition,Low,5,Counseling,Completed,Open,100,4,Stabilized
CWI-007962,karnataka,Mysuru,2024-04-07,Healthcare Facility,11-14,Protection Concern,Low,3,Nutrition Support,Completed,Closed,757,3,Ongoing Support Needed
CWI-007880,Uttar Pradesh,Kanpur,2024-12-31,Police,6-10,Emergency Shelter,Low,4,Education Kit,In Progress,Closed,2092,10,Stabilized
CWI-000829,Uttar Pradesh,Varanasi,2023-11-06,Healthcare Facility,6-10,Protection Concern,Low,5,Medical Referral,Pending,Open,1098,11,Improved Access to Services
CWI-006487,Karnataka,Mangaluru,2023-08-31,NGO Partner,15-17,Education Support,Low,1,Medical Referral,In Progress,Closed,2962,10,Stabilized
CWI-007600,Delhi,North Delhi,2025-11-29,Childline/Helpline,6-10,Emergency Shelter,Low,5,Counseling,Completed,Referred,1628,0,Stabilized
CWI-002541,Maharashtra,Pune,2023-10-19,Childline/Helpline,15-17,Education Support,High,5,Shelter Referral,Completed,Open,5853,3,Stabilized
CWI-005747,Karnataka,Mangaluru,2025-05-12,Police,6-10,Health/Nutrition,Medium,4,Education Kit,Completed,Closed,2798,1,Referred to Specialist Agency
CWI-008527,Rajasthan,Udaipur,2024-07-17,NGO Partner,11-14,Family Reintegration,Low,3,Legal Aid Referral,Completed,Closed,1227,11,Improved Access to Services
CWI-009567,Karnatka,Belagavi,2025-03-04,School,11-14,Protection Concern,High,2,Counseling,In Progress,Referred,7837,0,Stabilized
CWI-003743,Rajasthan,Jaipur,2025-05-27,Self/Family,15-17,Health/Nutrition,Low,1,Family Counseling,In Progress,Closed,927,7,Stabilized
CWI-007499,West Bengal,Kolkata,2023-11-08,Community Worker,11-14,Emergency Shelter,Low,4,Family Counseling,Pending,Open,3672,5,Stabilized
CWI-003525,Maharashtra,Nagpur,2024-10-05,Healthcare Facility,6-10,Education Support,Low,1,Education Kit,Completed,Open,3732,5,Ongoing Support Needed
CWI-000021,Kerala,Kozhikode,2023-11-19,Self/Family,11-14,Family Reintegration,Medium,3,Medical Referral,In Progress,Referred,4978,3,Unable to Verify Outcome
CWI-001916,Karnataka,Mangaluru,2025-01-21,Healthcare Facility,11-14,Health/Nutrition,Low,1,Education Kit,Unable to Contact,Closed,1678,3,Referred to Specialist Agency
CWI-006572,Delhi,New Delhi,2024-01-31,Childline/Helpline,6-10,Family Reintegration,Medium,4,Shelter Referral,Completed,Open,6123,9,Referred to Specialist Agency
CWI-009019,Kerala,Thiruvananthapuram,2023-11-26,Childline/Helpline,0-5,Mental Health Support,Medium,6,Counseling,Pending,OPEN,4602,5,Improved Access to Services
CWI-002013,Andhra pradesh,Visakhapatnam,2025-05-15,School,6-10,Family Reintegration,Low,3,Medical Referral,Pending,Closed,5276,7,Unable to Verify Outcome
CWI-005406,kerala,Thiruvananthapuram,2024-11-07,Community Worker,11-14,Protection Concern,Low,4,Education Kit,Pending,Closed,2663,15,Stabilized
CWI-001296,Tamil nadu,Salem,2024-02-01,Childline/Helpline,6-10,Protection Concern,Low,1,Cash Support,Completed,Open,3151,4,Referred to Specialist Agency
CWI-003746,kerala,Kochi,2024-07-23,Healthcare Facility,0-5,Health/Nutrition,High,1,Legal Aid Referral,Completed,Closed,10608,3,Ongoing Support Needed
CWI-000592,Maharashtra,Pune,2024-07-19,Childline/Helpline,6-10,Protection Concern,Medium,3,Education Kit,In Progress,Open,5575,2,Stabilized
CWI-001407,Uttar Pradesh,Prayagraj,2024-01-10,NGO Partner,15-17,Protection Concern,Medium,4,Legal Aid Referral,Completed,Escalated,4431,0,Stabilized
CWI-000222,Maharashtra,Thane,2025-04-19,Childline/Helpline,15-17,Education Support,High,4,Counseling,In Progress,Open,6448,3,Stabilized
CWI-005618,Rajasthan,Jodhpur,2025-03-03,Childline/Helpline,11-14,Protection Concern,Low,3,Nutrition Support,Completed,Closed,1749,0,Unable to Verify Outcome
CWI-006249,West Bengal,Kolkata,2024-04-12,School,0-5,Protection Concern,High,6,Family Counseling,Completed,Closed,0,3,Stabilized
CWI-004419,Telangana,Hyderabad,2024-01-30,NGO Partner,6-10,Education Support,Medium,1,Shelter Referral,Completed,Referred,2339,5,Stabilized
CWI-000859,Tamil Nadu,Madurai,2025-08-01,NGO Partner,0-5,Mental Health Support,Medium,4,Family Counseling,Completed,Closed,3858,3,Improved Access to Services
CWI-001784,Andhra Pradesh,Vijayawada,2023-12-04,Community Worker,11-14,Mental Health Support,Medium,4,Medical Referral,Completed,Closed,5951,7,Stabilized
CWI-007260,Telangana,Hyderabad,2024-11-26,Healthcare Facility,15-17,Education Support,Low,5,Counseling,Pending,Closed,1630,7,Ongoing Support Needed
CWI-002240,Karnataka,Bengaluru Urban,2025-12-26,Community Worker,6-10,Emergency Shelter,Medium,4,Education Kit,Pending,Escalated,5468,7,Stabilized
CWI-001955,UP,Lucknow,2025-08-13,Community Worker,11-14,Mental Health Support,Critical,3,Family Counseling,Completed,Open,5172,2,Referred to Specialist Agency
CWI-001747,Kerala,Thrissur,2023-11-26,Childline/Helpline,15-17,Mental Health Support,Medium,5,Nutrition Support,Completed,Closed,7302,0,Stabilized
CWI-003133,Andhra Pradesh,Visakhapatnam,2025-12-13,Self/Family,0-5,Emergency Shelter,Low,4,Family Counseling,Completed,Closed,3793,6,Ongoing Support Needed
CWI-008037,Maharashtra,Thane,2023-09-03,NGO Partner,6-10,Education Support,Medium,4,Medical Referral,Completed,Open,2190,0,Referred to Specialist Agency
CWI-008851,Maharashtra,Thane,2024-05-21,NGO Partner,15-17,Protection Concern,Medium,2,Counseling,In Progress,Referred,1320,1,Referred to Specialist Agency
CWI-000995,UP,Varanasi,2023-11-20,Childline/Helpline,6-10,Education Support,Low,1,Medical Referral,In Progress,Closed,1533,16,Improved Access to Services
CWI-006109,Tamil nadu,Madurai,2024-01-03,NGO Partner,6-10,Family Reintegration,Medium,2,Counseling,Completed,Open,1643,7,Referred to Specialist Agency
CWI-000731,Tamil Nadu,Salem,2024-09-15,Police,11-14,Health/Nutrition,Medium,3,Medical Referral,Completed,Closed,4284,6,Improved Access to Services
CWI-006975,delhi,New Delhi,2023-01-26,Childline/Helpline,11-14,Emergency Shelter,High,5,Counseling,Completed,Closed,7189,6,Improved Access to Services
CWI-006274,Telangana,Nizamabad,2023-10-30,Community Worker,11-14,Mental Health Support,Low,6,Legal Aid Referral,Pending,Open,2570,7,Stabilized
CWI-006752,Karnataka,Mangaluru,2023-12-31,Childline/Helpline,0-5,Emergency Shelter,Medium,3,Medical Referral,Completed,Open,4467,6,Ongoing Support Needed
CWI-003510,Karnataka,Belagavi,2023-04-26,School,0-5,Protection Concern,Medium,4,Cash Support,Pending,Open,6184,7,Improved Access to Services
CWI-003534,Andhra pradesh,Vijayawada,2024-12-31,Childline/Helpline,15-17,Mental Health Support,High,7,Family Counseling,In Progress,Closed,7487,4,Referred to Specialist Agency
CWI-002514,Andhra Pradesh,Visakhapatnam,2025-05-17,Community Worker,0-5,Protection Concern,Critical,2,Medical Referral,Pending,closed,7551,2,Referred to Specialist Agency
CWI-005437,Rajasthan,Kota,2025-04-26,Community Worker,6-10,Protection Concern,Medium,6,Nutrition Support,In Progress,Closed,3622,5,Unable to Verify Outcome
CWI-003626,Delhi,East Delhi,2023-01-16,NGO Partner,6-10,Mental Health Support,Medium,2,Shelter Referral,Completed,Closed,4205,6,Stabilized
CWI-000466,west bengal,Siliguri,2024-09-02,Police,11-14,Education Support,Medium,4,Cash Support,Completed,Closed,9242,2,Ongoing Support Needed
CWI-006756,Telangana,Rangareddy,2023-09-29,School,6-10,Family Reintegration,Low,1,Nutrition Support,Unable to Contact,Closed,4049,9,Ongoing Support Needed
CWI-006760,karnataka,Belagavi,2024-03-20,School,11-14,Education Support,Medium,1,Shelter Referral,Completed,Closed,7956,1,Ongoing Support Needed
CWI-007992,Uttar Pradesh,Lucknow,2024-07-27,Healthcare Facility,6-10,Mental Health Support,Medium,2,Cash Support,In Progress,Referred,4197,6,Improved Access to Services
CWI-000158,West Bengal,Kolkata,2025-08-14,Healthcare Facility,11-14,Mental Health Support,Low,2,Counseling,Unable to Contact,Open,4084,3,Improved Access to Services
CWI-003961,Tamil nadu,Coimbatore,2023-03-13,Healthcare Facility,0-5,Family Reintegration,Low,3,Shelter Referral,Completed,Open,3662,3,Improved Access to Services
CWI-008833,Andhra Pradesh,Visakhapatnam,2023-02-08,Community Worker,6-10,Mental Health Support,Medium,4,Nutrition Support,Completed,Open,2697,6,Ongoing Support Needed
CWI-005471,West Bengal,Asansol,2025-11-19,Community Worker,6-10,Mental Health Support,Medium,2,Cash Support,Pending,Closed,3435,6,Ongoing Support Needed
CWI-000186,West Bengal,Darjeeling,2024-04-29,Healthcare Facility,15-17,Health/Nutrition,Low,7,Education Kit,Completed,Closed,3605,13,Referred to Specialist Agency
CWI-001003,Andhra pradesh,Visakhapatnam,2024-12-26,School,15-17,Protection Concern,High,6,Family Counseling,Pending,Closed,6183,0,Stabilized
CWI-009509,Kerala,,2024-12-04,School,11-14,Protection Concern,High,3,Shelter Referral,In Progress,Closed,5217,0,Stabilized
CWI-005624,West Bengal,Siliguri,2023-10-16,Self/Family,15-17,Family Reintegration,High,2,Family Counseling,In Progress,Escalated,9073,0,Improved Access to Services
CWI-000401,Tamil nadu,Madurai,2024-06-21,Childline/Helpline,11-14,Health/Nutrition,Low,3,Legal Aid Referral,Completed,Escalated,1261,7,Stabilized
CWI-006241,West Bengal,Kolkata,2023-02-10,Community Worker,0-5,Health/Nutrition,Medium,5,Cash Support,Unable to Contact,Open,2908,6,Ongoing Support Needed
CWI-008941,Andhra Pradesh,Visakhapatnam,2023-07-17,NGO Partner,15-17,Education Support,Critical,6,Shelter Referral,Completed,Closed,7872,0,Stabilized
CWI-009933,Maharashtra,Nashik,2024-01-19,School,15-17,Education Support,Low,3,Counseling,Completed,Open,3781,8,Improved Access to Services
CWI-007343,Uttar Pradesh,Agra,2025-08-01,School,15-17,Health/Nutrition,Critical,5,Family Counseling,Completed,Closed,8231,0,Ongoing Support Needed
CWI-009833,Kerala,Kollam,2025-03-18,Healthcare Facility,0-5,Education Support,Medium,7,Shelter Referral,Completed,Open,4760,0,Stabilized
CWI-008467,Tamil Nadu,Coimbatore,2023-03-31,Healthcare Facility,11-14,Health/Nutrition,Low,2,Medical Referral,Pending,Closed,2114,0,Improved Access to Services
CWI-008757,Karnataka,Belagavi,2024-12-07,Childline/Helpline,15-17,Protection Concern,Medium,3,Shelter Referral,In Progress,Open,8151,4,Ongoing Support Needed
CWI-007959,Andhra Pradesh,Vijayawada,2024-11-30,School,6-10,Health/Nutrition,Medium,4,Legal Aid Referral,Completed,Referred,1954,3,Stabilized
CWI-001251,Andhra Pradesh,Guntur,2023-10-26,Police,6-10,Protection Concern,Low,1,Family Counseling,Completed,Closed,3667,10,Unable to Verify Outcome
CWI-003144,Telangana,Warangal,2023-06-23,Childline/Helpline,15-17,Emergency Shelter,Medium,5,Education Kit,Completed,Closed,6964,5,Referred to Specialist Agency
CWI-007431,Rajasthan,Jodhpur,2025-01-12,Community Worker,15-17,Mental Health Support,High,3,Nutrition Support,Completed,Open,6360,2,Unable to Verify Outcome
CWI-000060,AP,Vijayawada,2023-06-13,NGO Partner,0-5,Protection Concern,Low,4,Counseling,Pending,Referred,2067,4,Stabilized
CWI-007856,Rajasthan,Ajmer,2025-02-03,NGO Partner,11-14,Family Reintegration,High,2,Cash Support,Completed,Closed,4693,0,Improved Access to Services
CWI-001114,Uttar Pradesh,,2025-03-08,School,6-10,Family Reintegration,Medium,6,Family Counseling,Completed,Closed,7463,7,Stabilized
CWI-003058,Andhra Pradesh,Tirupati,2025-01-18,NGO Partner,15-17,Education Support,Medium,2,Counseling,Completed,Open,5702,5,Ongoing Support Needed
CWI-009570,west bengal,Siliguri,2025-05-07,School,11-14,Health/Nutrition,Low,4,Nutrition Support,Completed,Closed,122,10,Improved Access to Services
CWI-001329,Karnataka,Bengaluru Urban,2023-08-02,Childline/Helpline,15-17,Education Support,High,2,Education Kit,Completed,Closed,8371,3,Unable to Verify Outcome
CWI-005739,karnataka,Belagavi,2025-01-01,Self/Family,11-14,Emergency Shelter,Medium,2,Counseling,Completed,Referred,3346,0,Unable to Verify Outcome
CWI-006683,Delhi,South Delhi,2024-07-24,Police,6-10,Mental Health Support,Medium,3,Medical Referral,In Progress,Closed,2852,5,Stabilized
CWI-002073,Karnataka,Mangaluru,2025-11-12,Community Worker,6-10,Education Support,Critical,3,Legal Aid Referral,Completed,Referred,5826,2,Referred to Specialist Agency
CWI-004794,UP,Agra,2025-08-01,Police,0-5,Emergency Shelter,High,3,Medical Referral,Unable to Contact,Escalated,6173,2,Improved Access to Services
CWI-006830,Kerala,Thrissur,2024-09-09,Self/Family,6-10,Mental Health Support,Medium,3,Medical Referral,Unable to Contact,Closed,4488,6,Improved Access to Services
CWI-009630,West Bengal,Siliguri,2023-06-06,NGO Partner,0-5,Emergency Shelter,Medium,6,Family Counseling,In Progress,Closed,5559,5,Unable to Verify Outcome
CWI-008219,Maharashtra,Nashik,2023-07-25,School,11-14,Education Support,Medium,3,Family Counseling,Unable to Contact,Open,3005,2,Stabilized
CWI-007568,West Bengal,Asansol,2024-05-05,Childline/Helpline,15-17,Emergency Shelter,High,2,Medical Referral,Completed,Open,8362,2,Stabilized
CWI-005923,Kerala,Kochi,2023-10-03,Community Worker,6-10,Education Support,Medium,3,Counseling,Completed,Closed,5824,6,Improved Access to Services
CWI-001551,Andhra Pradesh,Visakhapatnam,2024-09-11,Police,6-10,Protection Concern,High,2,Education Kit,Completed,Escalated,7532,5,Stabilized
CWI-001010,maharashtra,Nashik,2024-04-20,Childline/Helpline,0-5,Mental Health Support,Medium,5,Medical Referral,Completed,Closed,2712,0,Ongoing Support Needed
CWI-003756,Tamil nadu,Chennai,2023-12-28,Healthcare Facility,15-17,Education Support,High,2,Shelter Referral,Pending,Closed,5898,4,Ongoing Support Needed
CWI-008682,West Bengal,Asansol,2023-12-30,School,15-17,Mental Health Support,High,3,Legal Aid Referral,Completed,Open,6759,1,Stabilized
CWI-009343,Rajasthan,Jodhpur,2025-01-23,Police,11-14,Education Support,High,2,Counseling,Completed,Closed,9013,2,Referred to Specialist Agency
CWI-008010,Delhi,North Delhi,2025-09-04,NGO Partner,11-14,Emergency Shelter,Medium,3,Nutrition Support,In Progress,Open,2575,11,Ongoing Support Needed
CWI-003861,Maharashtra,Nagpur,2023-11-05,Childline/Helpline,6-10,Emergency Shelter,Low,5,Nutrition Support,Pending,Closed,1359,7,Improved Access to Services
CWI-003149,Rajasthan,Ajmer,2024-12-13,Childline/Helpline,0-5,Protection Concern,Low,3,Counseling,Completed,Closed,2520,2,Stabilized
CWI-002520,Karnataka,Mysuru,2024-07-20,Community Worker,11-14,Health/Nutrition,Critical,1,Cash Support,Completed,Closed,8540,1,Stabilized
CWI-003128,Andhra Pradesh,Vijayawada,2023-11-16,Childline/Helpline,15-17,Education Support,Low,6,Family Counseling,Completed,Closed,2220,3,Ongoing Support Needed
CWI-009085,telangana,Hyderabad,2024-02-08,Childline/Helpline,15-17,Protection Concern,Low,5,Education Kit,Completed,Open,2505,6,Ongoing Support Needed
CWI-005317,Telangana,Rangareddy,2024-07-02,NGO Partner,6-10,Emergency Shelter,Medium,4,Education Kit,Unable to Contact,Open,5946,2,Improved Access to Services
CWI-001196,Karnataka,Mangaluru,2025-08-22,Healthcare Facility,6-10,Education Support,High,4,Shelter Referral,Completed,Closed,6427,2,Improved Access to Services
CWI-009051,Telangana,Warangal,2023-03-31,Police,11-14,Education Support,High,2,Counseling,Pending,Closed,7602,3,Improved Access to Services
CWI-000880,Delhi,,2024-11-03,NGO Partner,11-14,Emergency Shelter,Low,1,Family Counseling,Completed,Closed,2096,5,Referred to Specialist Agency
CWI-006990,Telangana,Hyderabad,2023-03-23,School,15-17,Mental Health Support,High,3,Family Counseling,In Progress,Closed,6567,0,Improved Access to Services
CWI-002488,Rajasthan,Jodhpur,2025-01-18,School,0-5,Mental Health Support,Critical,2,Counseling,Unable to Contact,Open,9620,0,Improved Access to Services
CWI-002841,Rajasthan,Jodhpur,2025-11-24,Community Worker,0-5,Emergency Shelter,High,4,Shelter Referral,In Progress,Closed,4440,1,Improved Access to Services
CWI-004330,Uttar Pradesh,Kanpur,2023-10-10,Community Worker,6-10,Protection Concern,High,1,Counseling,Pending,Closed,3382,3,Stabilized
CWI-002931,Delhi,New Delhi,2024-03-24,Community Worker,11-14,Family Reintegration,Medium,1,Counseling,Pending,Referred,4536,0,Stabilized
CWI-006425,Telangana,Karimnagar,2025-06-19,School,15-17,Family Reintegration,Low,4,Nutrition Support,Completed,Referred,1237,10,Improved Access to Services
CWI-002486,Tamil Nadu,Chennai,2025-01-04,School,6-10,Health/Nutrition,Medium,4,Medical Referral,In Progress,Escalated,5248,7,Referred to Specialist Agency
CWI-005748,Uttar Pradesh,Prayagraj,2024-06-23,Police,6-10,Education Support,High,4,Counseling,Pending,Closed,4495,2,Stabilized
CWI-000884,maharashtra,Nashik,2023-08-14,School,11-14,Education Support,Low,6,Medical Referral,Completed,Closed,436,10,Referred to Specialist Agency
CWI-004915,Tamil Nadu,Tiruchirappalli,2023-10-10,Healthcare Facility,11-14,Family Reintegration,Low,4,Shelter Referral,Completed,Open,2856,9,Referred to Specialist Agency
CWI-006211,Telangana,Warangal,2025-11-05,Community Worker,0-5,Protection Concern,Low,8,Legal Aid Referral,Completed,Open,2075,7,Ongoing Support Needed
CWI-009579,Andhra Pradesh,Vijayawada,2025-08-24,NGO Partner,15-17,Family Reintegration,Medium,4,Cash Support,Completed,Closed,7028,7,Improved Access to Services
CWI-000212,Delhi,South Delhi,2025-02-04,Healthcare Facility,0-5,Education Support,Low,5,Counseling,Pending,Open,3328,8,Stabilized
CWI-002276,Telangana,Karimnagar,2023-08-12,Self/Family,6-10,Protection Concern,Medium,2,Counseling,Completed,Open,7034,4,Stabilized
CWI-002329,Delhi,West Delhi,2023-11-15,Police,15-17,Family Reintegration,Medium,3,Nutrition Support,Completed,Open,4602,3,Improved Access to Services
